,epochs,val_loss,val_acc,loss,acc
0,0.0,5.262902812957764,0.010399999767541886,5.279154748947316,0.005631536479113281
1,1.0,5.17068308278134,0.013360323588013166,5.202108849849992,0.008648431021495396
2,2.0,5.142594861984253,0.011799999736249447,5.143253197328563,0.010056315160005063
3,3.0,5.115321526160607,0.01740890653871814,5.115203033985865,0.012670957101981005
4,4.0,5.052454058457966,0.016801619095358288,5.062902582116112,0.01638349485176715
5,5.0,5.050123138427734,0.016999999657273293,5.007345981782037,0.019408688246634394
6,6.0,4.986884810181282,0.026518218189115948,4.966765173384958,0.02021319351937511
7,7.0,4.970164184570312,0.0223999996855855,4.903959121995651,0.024135156518128593
8,8.0,4.936258723378664,0.029959513809577173,4.842873072106323,0.02986725614865461
9,9.0,4.932488825639733,0.027530363945644877,4.762364565747456,0.03317152064378014
10,10.0,4.87582070350647,0.034999999590218066,4.695991967439843,0.03901850328310928
11,11.0,4.856691941558591,0.033603238424489854,4.646010803965341,0.04535398185432964
12,12.0,4.789143859616176,0.041700404755740994,4.579072708481277,0.0507843923677817
13,13.0,4.833380632400512,0.03919999949634075,4.496105396824747,0.05501618091707211
14,14.0,4.860014166426562,0.03279352184339815,4.403086806532844,0.06596942877131705
15,15.0,4.799351749420166,0.04499999962747097,4.337219584976006,0.07059533399329704
16,16.0,4.849065693766482,0.0374493923732023,4.300613554849417,0.07683024935166584
17,17.0,4.766412543864385,0.04514170001423069,4.208722568383068,0.08457361234461383
18,18.0,4.889818563461303,0.048000000044703485,4.096227240408123,0.0960760513376324
19,19.0,4.810490127517144,0.050202428894909286,4.029106457868317,0.10458568005117551
20,20.0,4.824623146057129,0.0549999999627471,3.9352737315124977,0.11112228485254372
21,21.0,4.883290120947216,0.04412955446885182,3.8884045255826734,0.12550281550456513
22,22.0,4.8226559229707915,0.05202429114203704,3.8137707372699357,0.13147249236600445
23,23.0,4.921152753829956,0.04999999985098839,3.707148721404164,0.145313757279182
24,24.0,4.923565854910414,0.04959514121023508,3.672748475331792,0.14782783615815717
25,25.0,5.125552812568572,0.05526315765493071,3.5485925587165386,0.17095736120786287
26,26.0,5.037652187347412,0.05699999954551458,3.4947319463291,0.1784995982388959
27,27.0,5.111392291451272,0.05587044533960491,3.41710078513738,0.19023058265085938
28,28.0,5.110090799331665,0.05760000012814999,3.3220571072372045,0.2076629116525836
29,29.0,5.165595960037911,0.052834007481814396,3.273790178045762,0.21651246937850455
30,,5.3510563962372695,0.05445344090793538,3.197436901224494,0.22898230132551703
31,,5.107885465621949,0.0565999997779727,3.1374542471081694,0.2414037212789734
32,,5.590537764282844,0.0688259107878937,3.0351115517911658,0.2558326624267924
33,,5.40566309928894,0.05959999967366457,2.9999871047772615,0.25965406354861403
34,,5.380941734622847,0.06599190314620854,2.8847729988090474,0.2858004838719736
35,,5.613617219422993,0.05748987842637759,2.879011777937652,0.29102976782635537
36,,5.651884002685547,0.054799999482929705,2.7783426126423008,0.3089603565536849
37,,5.906837615889576,0.05202429117220134,2.715751657635573,0.31798069208428825
38,,5.8331266974630624,0.06578947339764973,2.6776103520719445,0.32260659831551325
39,,5.746459360122681,0.05619999971240759,2.60156160127896,0.34131134463862267
40,,6.066989045394094,0.05222672062665827,2.5513962595015283,0.3520428808255296
41,,6.097776069641113,0.05819999981671572,2.453994043584994,0.377111827096005
42,,6.186779724924188,0.05485829933422056,2.438544303969999,0.3791230883290474
43,,5.816956674521752,0.06194331967516949,2.386852918041395,0.38304505216696527
44,,6.117375955581665,0.06299999948590994,2.323320201300654,0.39853177842409115
45,,6.273406607902002,0.059109311724300326,2.264009155116035,0.412520224306865
46,,6.418426793596523,0.06255060680934534,2.2137691105265627,0.4244770685080454
47,,6.47605115890503,0.057599999830126765,2.1854743435319546,0.4298069161315743
48,,6.430432877559894,0.06113360319211174,2.13973414797219,0.4440868849104101
49,,6.484267721176147,0.0642000000551343,2.1009814831295612,0.45243362383504887
50,,6.7297509421221156,0.05506072842670597,2.0547196971174198,0.4654126192253191
51,,6.790948788646745,0.059311740620717826,1.9967280831532621,0.47747385187774344
52,,6.727082414627075,0.05859999984502792,1.9453601897578037,0.4894408656888112
53,,6.690582819795802,0.06417004017513774,1.9777288501625183,0.4785800457887849
54,,6.754304437637329,0.06499999962747097,1.9230664579806591,0.48927993394892577
55,,6.817672922543669,0.06477732788997623,1.8122492425880985,0.5138777116327063
56,,7.00650539089311,0.059109311663971736,1.8390986545375538,0.5119670120008704
57,,6.910787725448609,0.0592000001296401,1.780786542909719,0.5211182594754863
58,,7.000710726749559,0.06214574872994954,1.746600596634304,0.5299678189516643
59,,7.192385779701263,0.06720647810833898,1.6739774628943225,0.546419898391638
60,,7.238348445892334,0.06419999960809947,1.6492840029592968,0.5520917123973321
61,,7.332416883847009,0.05668016140036255,1.6254802354381435,0.5603378893671166
62,,7.040889463424683,0.06039999984204769,1.614932924628929,0.5666733692225582
63,,7.0422263956263,0.061740890175466114,1.615927925532304,0.5644215187087993
64,,7.496281091018244,0.06194331967516949,1.5339976777880784,0.5868865633840438
65,,7.5431103515625,0.05620000008493662,1.5283989789787071,0.5859814940300663
66,,7.603081788128687,0.06133603216393998,1.5362970770028743,0.5808527736249511
67,,7.393038215637207,0.05539999973028898,1.5101405471347553,0.5842719226116532
68,,7.572653872764063,0.052429149432582894,1.4586794106802123,0.5997168273457045
69,,7.606183859018179,0.06295546542415735,1.3990615189602944,0.6118262271462
70,,7.560814762115479,0.05859999980777502,1.4075647325930054,0.6131335481317985
71,,7.530126670111529,0.06275303606773436,1.4004497243719338,0.6198712762981677
72,,7.428733375873643,0.060121457654273944,1.4087154841635219,0.6140776706744938
73,,7.871987199783325,0.051800000071525576,1.335055026692531,0.632341109545885
74,,7.663889413903116,0.0663967611200293,1.3418865709993404,0.627413512786741
